Key,english,german,french,italian,spanish,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
ck_ui_long,Long,Lang,Long,Lungo,Largo,長さ,긴,Długi,Longo,Длинный,Uzun,长的,長的
ck_ui_low_hp,Low HP,Niedrige PS-Zahl,Faible puissance,Basso HP,HP bajo,HPが低い,낮은 마력,Niskie HP,Pouco HP,Низкая мощность,Düşük HP,低生命值,低生命值
ck_ui_m,m,M,m,M,metro,メートル,중,M,m,м,M,米,米
ck_ui_max,Max:,Max:,Max :,Massimo:,Máx.:,マックス：,맥스:,Maks.:,Máximo:,Макс:,Max:,最大限度：,最大限度：
ck_ui_max_kills,Max Kills,Maximale Anzahl an Kills,Nombre maximal de victimes,Max uccide,Max Kills,マックスキルズ,맥스 킬스,Max zabija,Max Mata,Макс убивает,Max Öldürüyor,最大击杀数,最大擊殺數
ck_ui_min,Min:,Mindestens:,Min :,Minimo:,Mínimo:,分:,최소:,Min.:,Mínimo:,Мин.,Dakika:,最小值：,最小值：
ck_ui_min_target_hp,Min Target HP,Mindestziel-HP,HP cible minimum,HP obiettivo minimo,HP objetivo mínimo,最小ターゲットHP,최소 목표 HP,Min. docelowa moc HP,HP alvo mínimo,Минимальное целевое количество HP,Minimum Hedef HP,最小目标生命值,最小目標生命值
ck_ui_name,Name:,Name:,Nom:,Nome:,Nombre:,名前：,이름:,Nazwa:,Nome:,Имя:,İsim:,姓名：,姓名：
ck_ui_no,NO,NEIN,NON,NO,NO,いいえ,아니요,NIE,NÃO,НЕТ,HAYIR,不,不
ck_ui_no_backups_available,No backups available,Keine Backups verfügbar,Aucune sauvegarde disponible,Nessun backup disponibile,No hay copias de seguridad disponibles,バックアップはありません,사용 가능한 백업이 없습니다.,Brak dostępnych kopii zapasowych,Não há backups disponíveis.,Резервные копии отсутствуют.,Yedekleme mevcut değil.,没有可用的备份,沒有可用的備份
ck_ui_none,None,Keiner,Aucun,Nessuno,Ninguno,なし,없음,Nic,Nenhum,Никто,Hiçbiri,没有任何,沒有任何
ck_ui_note_freeze_frame_is_in_the_effe_1dba13,Note: Freeze Frame is in the Effects tab. Projectile Ride and Chain Reaction are in the Camera tab.,Hinweis: Die Funktion „Standbild“ befindet sich im Reiter „Effekte“. „Projektilritt“ und „Kettenreaktion“ befinden sich im Reiter „Kamera“.,Remarque : L’effet « Image figée » se trouve dans l’onglet Effets. Les effets « Projectile Ride » et « Chain Reaction » se trouvent dans l’onglet Caméra.,Nota: Freeze Frame si trova nella scheda Effetti. Projectile Ride e Chain Reaction si trovano nella scheda Telecamera.,Nota: La opción Congelar imagen se encuentra en la pestaña Efectos. El recorrido de proyectil y la reacción en cadena se encuentran en la pestaña Cámara.,注: フリーズフレームは「エフェクト」タブにあります。プロジェクタイルライドとチェーンリアクションは「カメラ」タブにあります。,참고: 정지 화면은 효과 탭에 있습니다. 투사체 이동 및 연쇄 반응은 카메라 탭에 있습니다.,Uwaga: Efekt „Zamrożenie klatki” znajduje się w zakładce „Efekty”. Efekty „Przelot pocisku” i „Reakcja łańcuchowa” znajdują się w zakładce „Kamera”.,Observação: Congelar Quadro está na aba Efeitos. Projétil na Água e Reação em Cadeia estão na aba Câmera.,Примечание: эффект «Стоп-кадр» находится во вкладке «Эффекты». Эффекты «Снаряд» и «Цепная реакция» находятся во вкладке «Камера».,"Not: Freeze Frame, Efektler sekmesindedir. Projectile Ride ve Chain Reaction ise Kamera sekmesindedir.",注意：定格效果位于“特效”选项卡中。弹射飞行和连锁反应位于“摄像机”选项卡中。,注意：定格效果位於「特效」標籤中。彈射飛行和連鎖反應位於「攝影機」標籤中。
ck_ui_notifications,Notifications,Benachrichtigungen,Notifications,Notifiche,Notificaciones,通知,알림,Powiadomienia,Notificações,Уведомления,Bildirimler,通知,通知
ck_ui_offset,Offset,Offset,Compenser,Offset,Compensar,オフセット,오프셋,Zrównoważyć,Desvio,Компенсировать,Telafi etmek,抵消,抵銷
ck_ui_over_shoulder,✦ Over Shoulder,✦ Über die Schulter,✦ Par-dessus l'épaule,✦ Sopra la spalla,✦ Por encima del hombro,✦ 肩越しに,✦ 어깨 너머,✦ Przez ramię,✦ Sobre o ombro,✦ Через плечо,✦ Omuz Üzerinden,✦ 过肩,✦ 過肩
ck_ui_player_focus,── Player Focus ──,── Spielerfokus ──,── Focus sur le joueur ──,── Focus sul giocatore ──,── Enfoque en el jugador ──,── プレイヤーフォーカス ──,── 플레이어 집중 분석 ──,── Skupienie na graczu ──,── Foco no Jogador ──,── В центре внимания — игроки ──,── Oyuncu Odak Noktası ──,——球员聚焦——,——球員聚焦——
ck_ui_position,── Position * ──,── Position * ──,── Position * ──,── Posizione * ──,── Posición * ──,── 役職 * ──,── 위치 * ──,── Pozycja * ──,── Posição * ──,── Позиция * ──,── Pozisyon * ──,── 位置 * ──,── 位置 * ──
ck_ui_position_2,── Position ──,── Position ──,── Position ──,── Posizione ──,── Posición ──,── 役職 ──,── 위치 ──,── Pozycja ──,── Posição ──,── Позиция ──,── Pozisyon ──,——位置——,——位置——
ck_ui_predator,Predator,Raubtier,Prédateur,Predatore,Depredador,プレデター,포식자,Drapieżnik,Predador,Хищник,Avcı,捕食者,掠食者
ck_ui_predator_vision,👁 PREDATOR VISION,👁 Raubtierblick,👁 VISION DU PRÉDATEUR,👁 VISIONE DA PREDATORE,👁 VISIÓN DE DEPREDADOR,👁 プレデタービジョン,👁 포식자의 시야,👁 WZROK DRAPIEŻNIKA,👁 VISÃO DE PREDADOR,👁 ЗРЕНИЕ ХИЩНИКА,👁 YIRTICI GÖRÜŞÜ,👁 捕食者视觉,👁 掠食者視覺
ck_ui_predictive_aim,Predictive Aim,Vorhersageziel,Objectif prédictif,Obiettivo predittivo,Objetivo predictivo,予測目標,예측 목표,Cel predykcyjny,Objetivo preditivo,Прогностическая цель,Tahmin Edici Amaç,预测目标,預測目標
ck_ui_press_middle_mouse_to_toggle_slo_43f37f,Press Middle Mouse to toggle slow motion on/off at any time.,"Drücken Sie die mittlere Maustaste, um die Zeitlupe jederzeit ein- oder auszuschalten.",Appuyez sur le bouton central de la souris pour activer/désactiver le ralenti à tout moment.,Premi il pulsante centrale del mouse per attivare/disattivare la modalità slow motion in qualsiasi momento.,Presione el botón central del mouse para activar o desactivar la cámara lenta en cualquier momento.,いつでも中マウスボタンを押すとスローモーションのオン/オフを切り替えることができます。,마우스 가운데 버튼을 눌러 언제든지 슬로우 모션 기능을 켜거나 끌 수 있습니다.,"Naciśnij środkowy przycisk myszy, aby w dowolnym momencie włączyć lub wyłączyć zwolnione tempo.",Pressione o botão do meio do mouse para ativar/desativar o modo câmera lenta a qualquer momento.,"Нажмите среднюю кнопку мыши, чтобы в любой момент включить или выключить замедленное движение.",Yavaş çekim özelliğini istediğiniz zaman açmak/kapatmak için farenin orta tuşuna basın.,随时按下鼠标中键即可切换慢动作的开启/关闭。,隨時按下滑鼠中鍵即可切換慢動作的開啟/關閉。
ck_ui_proj_follow_projectile,• Proj = Follow projectile,• Proj = Projektil verfolgen,• Proj = Suivre le projectile,• Proj = Segui il proiettile,• Proj = Seguir proyectil,• Proj = 発射物を追跡する,• Proj = 발사체 추적,• Proj = Podążanie za pociskiem,• Proj = Seguir projétil,• Proj = Следящий снаряд,• Proj = Mermiyi takip et,• Proj = 跟随抛射体,• Proj = 跟隨拋射體
ck_ui_proj_fov,Proj FOV:,Projektiertes Sichtfeld:,Champ de vision projeté :,Campo visivo del progetto:,Proyecto FOV:,投影視野:,프로젝트 시야각:,Pole widzenia projektu:,Campo de visão do projeto:,Проекционное поле зрения:,Proje Görüş Alanı:,投影视野：,投影視野：
ck_ui_projectile,── Projectile ──,── Projektil ──,── Projectile ──,── Proiettile ──,── Proyectil ──,── 発射体 ──,── 발사체 ──,── Pocisk ──,── Projétil ──,── Снаряд ──,── Mermi ──,── 投射物 ──,── 投射物 ──
ck_ui_projectile_follow,PROJECTILE FOLLOW,PROJEKTILFOLGE,SUIVI DU PROJECTILE,PROIETTILE SEGUI,SEGUIMIENTO DE PROYECTIL,発射体追跡,발사체 추적,ŚLEDZENIE POCISKÓW,PROJÉTIL SEGUIR,СНАРЯД СЛЕДУЙТЕ,MERMİ TAKİPİ,抛射体跟随,拋射體跟隨
ck_ui_quick_reference,─ Quick Reference ─,─ Kurzübersicht ─,─ Guide de référence rapide ─,─ Riferimento rapido ─,─ Referencia rápida ─,─ クイックリファレンス ─,─ 빠른 참조 ─,─ Krótki przewodnik ─,─ Guia de Referência Rápida ─,─ Краткий справочник ─,─ Hızlı Referans ─,─ 快速参考 ─,─ 快速參考 ─
ck_ui_ramp_slow_mo_per_kill,Ramp Slow-Mo Per Kill,Rampen-Zeitlupe pro Kill,Ralenti de la rampe par élimination,Rampa Slow-Mo per uccisione,Rampa de cámara lenta por muerte,キルごとのランプスローモーション,램프 슬로우 모션 킬당,Ramp Slow-Moon na zabicie,Aceleração em câmera lenta por morte,Замедленная съемка каждого убийства,Öldürme Başına Yavaş Çekim,每次击杀的慢动作,每次擊殺的慢動作
ck_ui_random_tilt,Random Tilt,Zufällige Neigung,Inclinaison aléatoire,Inclinazione casuale,Inclinación aleatoria,ランダムティルト,랜덤 틸트,Losowe przechylenie,Inclinação aleatória,Случайный наклон,Rastgele Eğim,随机倾斜,隨機傾斜
ck_ui_randomize_camera_after_freeze,Randomize Camera After Freeze,Kamera nach dem Einfrieren zufällig auswählen,Aléatoire de la caméra après le gel,Rendi casuale la telecamera dopo il congelamento,Aleatorizar la cámara después de congelarla,フリーズ後にカメラをランダム化,화면 정지 후 카메라 무작위 전환,Losowe ustawienie kamery po zamrożeniu,Randomizar a câmera após o congelamento,Случайный выбор камеры после зависания,Dondurulduktan Sonra Kamerayı Rastgele Seç,冻结后随机化相机,凍結後隨機化相機
ck_ui_randomize_camera_preset,Randomize Camera Preset,Kamera-Voreinstellung zufällig auswählen,Préréglage de caméra aléatoire,Preimpostazione casuale della telecamera,Ajuste preestablecido de cámara aleatorio,カメラプリセットをランダム化,카메라 사전 설정 무작위화,Losowe ustawienie kamery,Predefinição de câmera aleatória,Случайная настройка предустановки камеры,Kamera Ön Ayarını Rastgeleleştir,随机化相机预设,隨機化相機預設
ck_ui_randomized_setting,• * = randomized setting,• * = zufällige Einstellung,• * = paramétrage aléatoire,• * = impostazione randomizzata,• * = configuración aleatoria,• * = ランダム設定,• * = 무작위 설정,• * = ustawienie losowe,• * = configuração aleatória,• * = случайная настройка,• * = rastgele ayar,• * = 随机设置,• * = 隨機設定
ck_ui_refresh,Refresh,Aktualisieren,Rafraîchir,Aggiorna,Refrescar,リフレッシュ,새로 고치다,Odświeżać,Atualizar,Обновить,Yenile,刷新,重新整理
ck_ui_revive_health,Revive Health,Revive Health,Revive Health,Rianima la salute,Revitalice la salud,健康を回復する,리바이브 헬스,Przywróć zdrowie,Revitalizar a Saúde,Возрождение здоровья,Sağlığı Canlandırın,复兴健康,復興健康
ck_ui_ride,Ride,Fahrt,Monter,Passeggiata,Conducir,乗る,타다,Jeździć,Andar de,Поездка,Sürmek,骑,騎
ck_ui_rotation,── Rotation * ──,── Rotation * ──,── Rotation * ──,── Rotazione * ──,── Rotación * ──,── 回転 * ──,── 회전 * ──,── Obrót * ──,── Rotação * ──,── Вращение * ──,── Döndürme * ──,── 旋转 * ──,── 旋轉 * ──
ck_ui_s,s,S,s,S,s,s,에스,S,s,с,S,s,s
ck_ui_scale,Scale,Skala,Échelle,Scala,Escala,規模,규모,Skala,Escala,Шкала,Ölçek,规模,規模
ck_ui_settings,── Settings ──,── Einstellungen ──,── Paramètres ──,── Impostazioni ──,── Ajustes ──,── 設定 ──,── 설정 ──,── Ustawienia ──,── Configurações ──,── Настройки ──,── Ayarlar ──,── 设置 ──,── 設定 ──
ck_ui_simulates_ads_toggle_during_proj_f60522,Simulates ADS toggle during projectile cinematic,Simuliert das Umschalten des Zielfernrohrmodus während der Projektilsequenz,Simule le basculement du mode visée pendant la cinématique du projectile,Simula l'attivazione/disattivazione dell'ADS durante il filmato del proiettile,Simula el cambio de ADS durante la cinemática del proyectil.,発射物のシネマティック中にADS切り替えをシミュレートします,투사체 시네마틱 도중 ADS 전환을 시뮬레이션합니다.,Symuluje przełączanie ADS podczas sekwencji filmowej pocisku,Simula a alternância da mira (ADS) durante a cinemática do projétil.,Имитирует переключение режима прицеливания во время кинематографического эффекта снаряда.,Mermi sinematiği sırasında ADS geçişini simüle eder.,模拟弹道动画期间的瞄准镜切换,模擬彈道動畫期間的瞄準鏡切換
ck_ui_slow_mo_multiplier,Slow-Mo Multiplier,Zeitlupen-Multiplikator,Multiplicateur de ralenti,Moltiplicatore Slow-Mo,Multiplicador de cámara lenta,スローモーションマルチプライヤー,슬로우 모션 배율,Mnożnik zwolnionego tempa,Multiplicador de câmera lenta,Множитель замедленной съемки,Yavaş Çekim Çarpanı,慢动作倍增器,慢動作倍增器
ck_ui_slow_mo_toggle,SLOW-MO TOGGLE,ZEITLUPE-UMSCHALTUNG,ACTIVATION/DÉROULEMENT DU RALENTI,ATTIVA/DISATTIVA SLOW-MO,ALTERNAR EN CÁMARA LENTA,スローモーション切り替え,슬로우 모션 토글,PRZEŁĄCZNIK ZWOLNIONEGO TEMPA,ALTERNAR CÂMERA LENTA,ПЕРЕКЛЮЧЕНИЕ В РЕЖИМЕ ЗАМЕДЛЕННОЙ СЪЕМКИ,YAVAŞ ÇEKİM AÇMA/KAPATMA,慢动作切换,慢動作切換
ck_ui_slow_motion,── Slow Motion ──,── Zeitlupe ──,── Ralenti ──,── Rallentatore ──,── Cámara lenta ──,──スローモーション──,── 슬로우 모션 ──,── Zwolnione tempo ──,── Câmera Lenta ──,── Замедленная съемка ──,── Yavaş Çekim ──,——慢动作——,——慢動作——
ck_ui_smart_i_o,Smart I/O,Intelligente E/A,E/S intelligentes,I/O intelligente,E/S inteligente,スマートI/O,스마트 I/O,Inteligentne wejście/wyjście,E/S inteligente,Интеллектуальный ввод-вывод,Akıllı G/Ç,智能 I/O,智慧 I/O
ck_ui_special_trigger,Special Trigger,Spezialauslöser,Déclencheur spécial,Grilletto speciale,Gatillo especial,スペシャルトリガー,특수 트리거,Specjalny wyzwalacz,Gatilho especial,Специальный триггер,Özel Tetikleyici,特殊触发器,特殊觸發器
ck_ui_standard,Standard,Standard,Standard,Standard,Estándar,標準,기준,Standard,Padrão,Стандарт,Standart,标准,標準
ck_ui_status,─ STATUS ─,─ STATUS ─,─ STATUT ─,─ STATO ─,─ ESTADO ─,─ ステータス ─,─ 상태 ─,─ STATUS ─,─ STATUS ─,─ СТАТУС ─,─ DURUM ─,─ 状态 ─,─ 狀態 ─
ck_ui_streak,Streak,Strähne,Traînée,Strisciante,Racha,連勝,줄,Pasemko,Onda,Серия,Rüzgâr gibi geçmek,条纹,條紋
ck_ui_these_features_are_in_developmen_500999,These features are in development and may cause unexpected behavior.,Diese Funktionen befinden sich noch in der Entwicklung und können zu unerwartetem Verhalten führen.,Ces fonctionnalités sont en cours de développement et peuvent entraîner des comportements inattendus.,Queste funzionalità sono in fase di sviluppo e potrebbero causare comportamenti imprevisti.,Estas funciones están en desarrollo y pueden provocar un comportamiento inesperado.,これらの機能は開発中であり、予期しない動作を引き起こす可能性があります。,이러한 기능은 개발 중이며 예상치 못한 동작을 일으킬 수 있습니다.,Funkcje te są w fazie rozwoju i mogą powodować nieoczekiwane zachowania.,Essas funcionalidades estão em desenvolvimento e podem causar comportamentos inesperados.,Эти функции находятся в разработке и могут вызывать неожиданное поведение.,Bu özellikler geliştirme aşamasındadır ve beklenmedik davranışlara neden olabilir.,这些功能仍在开发中，可能会导致意外情况。,這些功能仍在開發中，可能會導致意外情況。
ck_ui_tight,Tight,Eng,Serré,Stretto,Ajustado,きつい,단단한,Obcisły,Apertado,Тугой,Sıkı,紧的,緊的
ck_ui_continue,Continue,Weitermachen,Continuer,Continuare,Continuar,続く,계속하다,Kontynuować,Continuar,Продолжать,Devam etmek,继续,繼續
ck_ui_continue_help,Resume the slow-mo cinematic after freeze ends.,Die Zeitlupensequenz wird nach dem Ende des Einfrierens fortgesetzt.,Reprenez la cinématique au ralenti une fois l'arrêt sur image terminé.,Riprendi la sequenza cinematografica al rallentatore dopo la fine del blocco.,Reanudar la cinemática en cámara lenta después de que finalice el congelamiento.,フリーズが終了したらスローモーションシネマを再開します。,화면 정지가 끝나면 슬로우 모션 시네마틱 영상을 다시 재생합니다.,Wznów odtwarzanie filmu w zwolnionym tempie po zakończeniu zamrożenia.,Retome a sequência em câmera lenta após o congelamento da imagem.,После завершения зависания возобновите воспроизведение замедленной съемки.,Dondurma işlemi bittikten sonra ağır çekim sinematik sahneye devam edin.,冻结结束后，恢复慢动作电影播放。,凍結結束後，恢復慢動作電影播放。
ck_ui_end,End,Ende,Fin,FINE,Fin,終わり,끝,Koniec,Fim,Конец,Son,结尾,結尾
ck_ui_end_help,"End immediately after freeze, return to normal gameplay.","Nach dem Einfrieren sofort beenden, normales Spielerlebnis fortsetzen.","Fin immédiate après le gel, retour au jeu normal.",Termina subito dopo il blocco e torna al gameplay normale.,Termina inmediatamente después de congelarse y vuelve al juego normal.,フリーズ後すぐに終了し、通常のゲームプレイに戻ります。,화면이 멈춘 직후 즉시 종료하고 정상 게임플레이로 돌아가십시오.,Zakończ natychmiast po zamrożeniu i wróć do normalnej rozgrywki.,Encerre imediatamente após o congelamento e retorne ao jogo normal.,Завершите игру сразу после зависания и вернитесь к обычному режиму.,Donma işlemi bittikten hemen sonra normal oyun akışına geri dönün.,冻结后立即结束，恢复正常游戏。,凍結後立即結束，恢復正常遊戲。
ck_ui_skip,Skip,Überspringen,Sauter,Saltare,Saltar,スキップ,건너뛰다,Pominąć,Pular,Пропускать,Atlamak,跳过,跳過
ck_ui_skip_help,"End freeze, skip remaining cinematic effects.","Ende der Animation, verbleibende filmische Effekte werden übersprungen.","Fin du gel, ignorer les effets cinématiques restants.","Termina il blocco, salta gli effetti cinematografici rimanenti.","Fin de congelación, omitir los efectos cinematográficos restantes.",フリーズを終了し、残りの映画のような効果をスキップします。,정지 화면을 종료하고 남은 시네마틱 효과를 건너뜁니다.,"Zakończ zamrożenie, pomiń pozostałe efekty filmowe.","Fim do congelamento da imagem, pule os efeitos cinematográficos restantes.","Завершить зависание, пропустить оставшиеся кинематографические эффекты.","Dondurma işlemini sonlandır, kalan sinematik efektleri atla.",结束冻结，跳过剩余的过场动画效果。,結束凍結，跳過剩餘的過場動畫效果。
ck_ui_std,Std,Standard,Standard,Standard,Estándar,標準偏差,표준,Standardowy,Padrão,Стандарт,Standart,标准,標準
ck_ui_switch_cam,Switch Cam,Switch Cam,Came de commutation,Cambia telecamera,Cambiar cámara,スイッチカム,스위치 캠,Przełącznik krzywkowy,Switch Cam,Переключить камеру,Kamerayı Değiştir,切换摄像头,切換攝影機
ck_ui_switch_cam_help,Switch to a new camera angle and continue cinematic.,Wechseln Sie zu einem neuen Kamerawinkel und setzen Sie die filmische Darstellung fort.,Changez d'angle de caméra et poursuivez le style cinématographique.,Cambia l'angolazione della telecamera e continua a girare in modalità cinematografica.,Cambia a un nuevo ángulo de cámara y continúa con la cinematografía.,新しいカメラアングルに切り替えて、映画のような映像を続けます。,새로운 카메라 앵글로 전환하여 영화 같은 장면을 이어가세요.,Przełącz się na nowy kąt kamery i kontynuuj filmowanie.,Mude para um novo ângulo de câmera e continue com o estilo cinematográfico.,Переключитесь на новый ракурс камеры и продолжите показ в кинематографическом стиле.,Yeni bir kamera açısına geçin ve sinematik çekime devam edin.,切换到新的拍摄角度，继续拍摄电影画面。,切換到新的拍攝角度，繼續拍攝電影畫面。
ck_ui_timing,── Timing ──,── Timing ──,── Timing ──,── Tempistica ──,── Tiempo ──,── タイミング ──,── 타이밍 ──,── Czas ──,── Cronometragem ──,── Время ──,── Zamanlama ──,——时机——,——時機——
ck_ui_toggle_key,Toggle Key:,Umschalttaste:,Touche bascule :,Tasto di attivazione/disattivazione:,Tecla de alternancia:,トグルキー:,토글 키:,Klawisz przełączający:,Tecla de alternância:,Клавиша переключения:,Tuşu Aç/Kapat:,切换键：,切換鍵：
ck_ui_trigger,Trigger,Auslösen,Déclenchement,Grilletto,Desencadenar,トリガー,방아쇠,Spust,Acionar,Курок,Tetiklemek,扳机,扳機
ck_ui_trigger_cinematic_when_player_is_1b815d,Trigger cinematic when player is near death. Get a kill to survive.,"Zwischensequenz wird ausgelöst, wenn der Spieler kurz vor dem Tod steht. Erziele einen Kill, um zu überleben.",Déclenchez une cinématique lorsque le joueur est sur le point de mourir. Éliminez un ennemi pour survivre.,Attiva un filmato quando il giocatore è prossimo alla morte. Uccidilo per sopravvivere.,Activa una cinemática cuando el jugador está a punto de morir. Consigue una muerte para sobrevivir.,プレイヤーが瀕死になるとシネマティックが発動します。生き残るにはキルが必要です。,플레이어가 죽음에 가까워지면 시네마틱 영상이 재생됩니다. 생존하려면 적을 처치해야 합니다.,"Uruchom przerywnik filmowy, gdy gracz jest bliski śmierci. Zabij, aby przeżyć.",Ative a cinemática quando o jogador estiver perto da morte. Consiga uma eliminação para sobreviver.,"Запустить кат-сцену, когда игрок находится на грани смерти. Совершите убийство, чтобы выжить.",Oyuncu ölümün eşiğine geldiğinde sinematik sahne tetiklenir. Hayatta kalmak için birini öldürün.,玩家濒死时触发过场动画。击杀敌人即可存活。,玩家瀕死時觸發過場動畫。擊殺敵人即可存活。
ck_ui_trigger_on,Trigger on:,Auslöser bei:,Déclenchement sur :,Attivazione:,Activar:,トリガーオン:,트리거 조건:,Wyzwalacz włączony:,Acionar em:,Срабатывание при:,Tetikleme koşulları:,触发条件：,觸發條件：
ck_ui_trigger_thresholds,─ TRIGGER THRESHOLDS ─,─ Auslöseschwellen ─,─ SEUILS DE DÉCLENCHEMENT ─,─ SOGLIE DI ATTIVAZIONE ─,─ UMBRALES DE DISPARO ─,─ トリガーしきい値 ─,─ 트리거 임계값 ─,─ PROGI WYZWALANIA ─,─ LIMIAR DE ACIONAMENTO ─,─ ПОРОГИ СРАБАТЫВАНИЯ ─,─ TETİKLEME EŞİKLERİ ─,─触发阈值─,─觸發閾值─
ck_ui_triggers,Triggers:,Auslöser:,Déclencheurs :,Trigger:,Desencadenantes:,トリガー:,트리거:,Wyzwalacze:,Gatilhos:,Триггеры:,Tetikleyiciler:,触发因素：,觸發因素：
ck_ui_triggers_2,── Triggers ──,── Auslöser ──,── Déclencheurs ──,── Trigger ──,── Desencadenantes ──,── トリガー ──,── 트리거 ──,── Wyzwalacze ──,── Gatilhos ──,── Триггеры ──,── Tetikleyiciler ──,── 触发器 ──,── 觸發器 ──
ck_ui_triggers_headshot_crit,"• Triggers = headshot, crit...","• Auslöser = Kopfschuss, kritischer Treffer...","• Déclencheurs = tir à la tête, coup critique...","• Trigger = colpo alla testa, colpo critico...","• Desencadenantes = disparo a la cabeza, crítico...",• トリガー = ヘッドショット、クリティカル...,"• 발동 조건 = 헤드샷, 치명타...","• Wyzwalacze = strzał w głowę, trafienie krytyczne...","• Gatilhos = tiro na cabeça, crítico...","• Триггеры = выстрел в голову, критический удар...","• Tetikleyiciler = kafa vuruşu, kritik vuruş...",• 触发条件 = 爆头、暴击……,• 觸發條件 = 爆頭、暴擊…
ck_ui_use_at_your_own_risk_disabled_by_e823ac,Use at your own risk. Disabled by default.,Benutzung auf eigene Gefahr. Standardmäßig deaktiviert.,À utiliser à vos risques et périls. Désactivé par défaut.,Da usare a proprio rischio e pericolo. Disabilitato per impostazione predefinita.,Úselo bajo su propio riesgo. Desactivado por defecto.,自己責任でご使用ください。デフォルトでは無効になっています。,사용에 따른 책임은 사용자에게 있습니다. 기본적으로 비활성화되어 있습니다.,Używaj na własne ryzyko. Domyślnie wyłączone.,Use por sua conta e risco. Desativado por padrão.,Используйте на свой страх и риск. По умолчанию отключено.,Kullanım sorumluluğu size aittir. Varsayılan olarak devre dışıdır.,使用风险自负。默认禁用。,使用風險自負。預設禁用。
ck_ui_verbose_log,Verbose Log,Ausführliches Protokoll,Journal détaillé,Registro dettagliato,Registro detallado,詳細ログ,상세 로그,Pełny dziennik,Registro detalhado,Подробный журнал,Ayrıntılı Günlük,详细日志,詳細日誌
ck_ui_weapons,Weapons:,Waffen:,Armes :,Armi:,Armas:,兵器：,무기:,Broń:,Armas:,Оружие:,Silahlar:,武器：,武器：
ck_ui_when_near_death_time_slows_for_a_8ea3f5,"When near death, time slows for a kill chance. Successful kill restores health.","Bei nahem Tod verlangsamt sich die Zeit, was eine Chance auf einen Kill bietet. Ein erfolgreicher Kill stellt die Gesundheit wieder her.","Lorsque la mort est imminente, le temps ralentit pour vous offrir une chance de porter le coup fatal. Un coup fatal réussi restaure votre santé.","Quando si è prossimi alla morte, il tempo rallenta per aumentare le probabilità di uccidere. Un'uccisione riuscita ripristina la salute.","Al estar cerca de la muerte, el tiempo se ralentiza para tener una probabilidad de muerte. Una muerte exitosa restaura la salud.",瀕死になると、キルチャンスのために時間が遅くなります。キルに成功すると体力が回復します。,"죽음이 임박했을 때, 시간이 느려지면서 적을 처치할 기회가 생깁니다. 적을 처치하는 데 성공하면 체력이 회복됩니다.","W obliczu śmierci czas zwalnia, dając szansę na zabójstwo. Udane zabójstwo przywraca zdrowie.","Ao estar perto da morte, o tempo desacelera, dando uma chance de matar. Matar com sucesso restaura a saúde.","При приближении к смерти время замедляется, чтобы увеличить шанс на убийство. Успешное убийство восстанавливает здоровье.","Ölümün eşiğindeyken, öldürme şansı için zaman yavaşlar. Başarılı bir öldürme, sağlığı geri kazandırır.",濒死时，时间会变慢，增加击杀机会。成功击杀可恢复生命值。,瀕死時，時間會變慢，增加擊殺機會。成功擊殺可恢復生命值。
ck_ui_wide,Wide,Breit,Large,Largo,Ancho,広い,넓은,Szeroki,Largo,Широкий,Geniş,宽的,寬的
ck_ui_x_ray,X-Ray,Röntgen,Radiographie,raggi X,Radiografía,X線,엑스레이,Zdjęcie rentgenowskie,Raio X,Рентгеновский снимок,X-ışını,X射线,X射線
ck_ui_x_ray_vision,☢ X-RAY VISION,☢ Röntgenblick,☢ VISION À RAYONS X,☢ VISIONE A RAGGI X,☢ VISIÓN DE RAYOS X,☢ X線ビジョン,☢ 엑스레이 투시,☢ WIDZENIE RENTGENOWSKIE,☢ VISÃO DE RAIO-X,☢ Рентгеновское зрение,☢ RÖNTGEN GÖRÜŞÜ,☢ X射线视觉,☢ X射線視覺
ck_ui_yes,YES,JA,OUI,SÌ,SÍ,はい,예,TAK,SIM,ДА,EVET,是的,是的
ck_ui_zoom,Zoom:,Zoom:,Zoom:,Zoom:,Zoom:,ズーム：,줌:,Brzęczenie:,Zoom:,Увеличить:,Zoom:,飞涨：,飛漲：
ck_ui_zoom_in_ads_on,Zoom In (ADS On),Vergrößern (ADS an),Zoom avant (Publicité activée),Zoom avanti (pubblicità attiva),Acercar (ADS activado),ズームイン（ADSオン）,확대 (광고 포함),Powiększ (reklamy włączone),Ampliar (Anúncios ativados),Увеличить масштаб (реклама включена),Yakınlaştır (Reklamlar Açık),放大（广告开启）,放大（廣告開啟）
ck_ui_zoom_out_ads_off,Zoom Out (ADS Off),Herauszoomen (ADS aus),Dézoom arrière (publicités désactivées),Zoom indietro (ADS disattivato),Alejar (ADS desactivado),ズームアウト（ADSオフ）,축소 (광고 끔),Oddal (reklamy wyłączone),Zoom Out (ADS desligado),Уменьшить масштаб (реклама отключена),Yakınlaştırmayı Azalt (Reklamlar Kapalı),缩小（广告关闭）,縮小（廣告關閉）
ck_ui_zoomin,ZoomIn,ZoomIn,Zoomer,Zoom avanti,Acercar,ズームイン,확대,Powiększ,Ampliar,Увеличить масштаб,Yakınlaştırma,放大,放大
